voter,vp,choice,proposal_id
0x63952b652f11263eee1Db396B2023f5e6070119b,0.1001,1,0xd41b2db93c0348e9061bf786dfcb610d8f35e8447f2e90b37b8f30a9b1a3091e
0xF1FD22A8Ab3A071B95645D2b6b1D1C5063653DDB,0.088287224,1,0xd41b2db93c0348e9061bf786dfcb610d8f35e8447f2e90b37b8f30a9b1a3091e
0xB15Df29fef006aA4eCcF63e8044736560367E2De,0.063509473,1,0xd41b2db93c0348e9061bf786dfcb610d8f35e8447f2e90b37b8f30a9b1a3091e
0x93A24d1bE1a5f90502e50D04bF4C15C7B3081Bef,0.061522642,1,0xd41b2db93c0348e9061bf786dfcb610d8f35e8447f2e90b37b8f30a9b1a3091e
0xef17FCd2123e2Bc757A3DCFccac04379E8a53b4c,0.060951052,1,0xd41b2db93c0348e9061bf786dfcb610d8f35e8447f2e90b37b8f30a9b1a3091e
0x0062A2778e9aE57E23c58afeC4df158b329AB24e,0.0501,1,0xd41b2db93c0348e9061bf786dfcb610d8f35e8447f2e90b37b8f30a9b1a3091e
0x477e89659cd4433DCb9Cb8a9C607B73413a3238B,0.030699551,1,0xd41b2db93c0348e9061bf786dfcb610d8f35e8447f2e90b37b8f30a9b1a3091e
0xe42b3135A6fa29c38A6067f65dFF28AdeFdCd96A,0.026925136,1,0xd41b2db93c0348e9061bf786dfcb610d8f35e8447f2e90b37b8f30a9b1a3091e
0x1e732aFAA2E1f58A56347E82af42fBEDAEfeb093,0.019206823,1,0xd41b2db93c0348e9061bf786dfcb610d8f35e8447f2e90b37b8f30a9b1a3091e
0xC3a2821727e9E5fa690F8C69C5d8E0899aA0E6Ee,0.016733097,1,0xd41b2db93c0348e9061bf786dfcb610d8f35e8447f2e90b37b8f30a9b1a3091e
0x72b4B2553b2a6C17B558E628FF5B6B7141a68658,0.010862956,1,0xd41b2db93c0348e9061bf786dfcb610d8f35e8447f2e90b37b8f30a9b1a3091e
0x475E41b482aFC82BAE8025D09d128F30B680E10c,0.004737207,1,0xd41b2db93c0348e9061bf786dfcb610d8f35e8447f2e90b37b8f30a9b1a3091e
0xCEF28ce7884Ae973990fb826C1986afaa9319B9A,0.004026635,1,0xd41b2db93c0348e9061bf786dfcb610d8f35e8447f2e90b37b8f30a9b1a3091e
0x3FB19771947072629C8EEE7995a2eF23B72d4C8A,2504196.61,1,0x48e56786fd4ab27c5b089b45be1e914d4a3a0f9d067ac51eff0b26a882e49bde
0xB933AEe47C438f22DE0747D57fc239FE37878Dd1,2500191.276,1,0x48e56786fd4ab27c5b089b45be1e914d4a3a0f9d067ac51eff0b26a882e49bde
0xAac35d953Ef23aE2E61a866ab93deA6eC0050bcD,407327.0735,1,0x48e56786fd4ab27c5b089b45be1e914d4a3a0f9d067ac51eff0b26a882e49bde
0x1B686eE8E31c5959D9F5BBd8122a58682788eeaD,251208.3217,1,0x48e56786fd4ab27c5b089b45be1e914d4a3a0f9d067ac51eff0b26a882e49bde
0x0726b94352cA2a6434769A14b3553C779bd2f14F,43497.0006,1,0x48e56786fd4ab27c5b089b45be1e914d4a3a0f9d067ac51eff0b26a882e49bde
0xb35659cbac913D5E4119F2Af47fD490A45e2c826,11716.92343,1,0x48e56786fd4ab27c5b089b45be1e914d4a3a0f9d067ac51eff0b26a882e49bde
0x0579A616689f7ed748dC07692A3F150D44b0CA09,8148.658484,1,0x48e56786fd4ab27c5b089b45be1e914d4a3a0f9d067ac51eff0b26a882e49bde
